sp17,0,
sp19,0,
sp22,0,
sp23,0,
sp25,0,
sp26,1,
sp27,0,
sp29,0,
sp30,0,
sp31,0,
sp32,0,
sp33,0,
sp34,0,
sp35,0,
sp38,0,
sp39,0,
sp40,1,
sp41,1,
sp43,0,
sp44,0,
sp45,1,
sp46,1,
sp48,1,
sp49,0,
sp50,1,
sp51,1,
sp52,0,
sp53,0,
sp54,0,
sp55,1,
sp56,0,
sp57,0,
sp58,1,
sp59,1,
sp60,1,
sp61,0,
sp62,1,
sp63,1,
sp64,1,
sp65,1,
sp66,1,
sp67,0,
sp68,0,
sp69,0,
sp70,0,
sp71,1,
sp72,1,
sp73,1,
sp74,0,
sp75,0,
sp77,0,
sp78,1,
sp79,1,
sp80,1,
sp81,1,
sp82,1,
sp83,0,
sp84,0,
sp85,1,
sp86,1,
sp87,0,
sp88,0,
sp89,1,
sp90,1,
sp91,0,
sp92,0,
sp93,1,
sp94,1,
sp95,0,
sp96,0,
sp97,1,
sp98,1,
sp99,1,
sp100,0,
sp101,0,
sp102,1,
sp103,1,
sp104,1,
sp105,1,
sp106,1,
sp107,1,
sp108,0,
sp109,0,
sp110,1,
sp111,1,
sp112,1,
sp113,1,
sp114,0,
sp115,0,
sp116,1,
sp117,1,
sp118,1,
sp119,1,
sp120,1,
sp121,1,
sp122,0,
sp123,0,
sp124,1,
sp125,1,
sp126,1,
sp127,1,
sp128,1,
sp129,1,
sp130,0,
sp131,0,
sp132,1,
sp133,1,
sp134,1,
sp135,1,
