25	-226.8704	
4	-219.9113	
81	-223.321	
47	-232.3044	
14	-235.8479	
23	-218.5083	
6	-231.2089	
93	-226.8478	
56	-215.6007	
82	-244.9889	
70	-244.2599	
65	-241.4722	
92	-227.4234	
62	-240.0012	
38	-237.0541	
24	-227.1118	
18	-227.9689	
57	-238.5336	
29	-232.6349	
76	-224.836	
97	-232.1953	
100	-245.3406	
7	-235.4418	
22	-244.839	
28	-215.8808	
69	-236.8972	
59	-264.9715	
39	-274.0671	
77	-276.7275	
91	-248.3501	
2	-296.48	
84	-256.9961	
41	-277.4154	
55	-284.5952	
45	-271.0591	
44	-281.1431	
42	-297.4729	
32	-296.554	
86	-310.6393	
9	-305.5155	
74	-313.6114	
35	-297.3633	
27	-298.194	
21	-285.6561	
51	-307.6843	
30	-321.4658	
16	-317.1513	
68	-275.5362	
79	-324.5174	
73	-317.4348	
15	-294.7364	
95	-326.8049	
17	-342.458	
26	-330.273	
98	-349.4049	
11	-359.0803	
66	-334.0922	
48	-340.8748	
87	-348.0915	
19	-351.6737	
88	-344.4481	
89	-371.6858	
46	-339.1337	
10	-367.593	
53	-349.4657	
43	-363.494	
78	-349.4806	
20	-379.7294	
60	-392.9323	
94	-371.7382	
33	-387.3418	
80	-379.1542	
54	-380.8868	
71	-394.3157	
12	-375.0164	
63	-397.6114	
58	-366.2975	
83	-399.6983	
40	-399.9012	
49	-389.7998	
1	-410.8133	
50	-407.7212	
72	-419.4025	
96	-398.7109	
8	-414.0942	
75	-421.0885	
34	-401.2772	
36	-421.6708	
61	-433.9655	
90	-406.5944	
99	-416.877	
37	-425.7939	
5	-408.1585	
64	-435.8783	
85	-441.6875	
13	-456.5289	
3	-437.2299	
52	-470.7186	
67	-456.7564	
31	-471.0095	
