25	-224.6526	
4	-219.5767	
6	-231.7005	
81	-220.6066	
29	-228.6704	
57	-238.1273	
14	-234.1299	
82	-246.7416	
76	-223.6132	
18	-231.2079	
70	-243.3514	
56	-215.2332	
7	-235.3193	
47	-231.2293	
28	-218.1664	
97	-232.7853	
23	-221.5865	
24	-219.8476	
38	-233.0857	
62	-235.8753	
100	-242.1705	
92	-226.9566	
65	-237.5296	
69	-238.1176	
93	-224.2062	
22	-247.3084	
59	-260.0578	
84	-254.9663	
2	-297.1698	
41	-271.8772	
44	-279.2442	
77	-274.2424	
45	-270.6048	
91	-243.8153	
55	-279.0741	
39	-268.7943	
35	-295.1647	
9	-302.8139	
42	-294.4497	
21	-284.7773	
86	-309.8775	
27	-298.9533	
32	-291.019	
30	-320.5284	
68	-279.5137	
51	-305.7965	
74	-309.6018	
79	-324.6437	
16	-316.3003	
15	-296.5125	
26	-329.6228	
66	-333.6345	
95	-325.9676	
48	-341.0298	
73	-317.8885	
78	-351.0026	
53	-349.0663	
98	-346.7627	
17	-341.1487	
11	-360.9383	
19	-349.0207	
87	-344.1789	
43	-360.5579	
46	-337.7847	
89	-369.6857	
10	-370.0611	
88	-342.7513	
71	-396.0303	
54	-379.9673	
80	-378.0358	
20	-372.234	
58	-366.7409	
94	-371.3177	
63	-397.2075	
40	-396.1802	
12	-371.5301	
33	-383.1767	
1	-408.4045	
96	-396.0318	
83	-398.504	
34	-404.9596	
75	-421.3523	
72	-416.6976	
36	-421.8815	
37	-422.5079	
61	-434.8509	
49	-388.0322	
60	-393.3937	
8	-411.5793	
5	-408.3503	
99	-415.9224	
85	-439.7528	
64	-439.58	
3	-437.3561	
90	-402.1984	
50	-401.1767	
52	-472.9321	
13	-453.359	
67	-455.1294	
31	-472.5322	
