"","x"
"601",0.989565234375
"602",0.795860937499999
"603",10.683601875
"604",4.94385046875
"605",4.15325046875
"606",0.598160937499999
"607",0.405821874999999
"608",13.6799875
"609",9.571375
"610",13.129075
"611",10.757275
"612",0
"613",0.2066571875
"614",0.2066571875
"615",0.413314375
"616",0.215664375
"617",0.539415
"618",0.791368
"619",0.19765
"620",0.53925125
"621",1.389256984375
"622",0.60436796875
"623",1.626869875
"624",0.243321875
"625",0.7756375
"626",1.551275
"627",1.32375
"628",0
"629",0
"630",0
"631",0
"632",2.2284625
"633",0.422431250000001
"634",4.96838125
"635",5.642725
"636",14.84315
"637",0.205107421875
"638",0.2274796875
"639",2.036159375
"640",0.909918749999999
"641",1.6221875
"642",0.5966787109375
"643",0.9919787109375
"644",2.379257421875
"645",2.972207421875
"646",0.600407421875
"647",3.96791484375
"648",0.805514843750001
"649",2.233809375
"650",4.66526875
"651",1.89816875
"652",1.6110296875
"653",0.2274796875
"654",0.257309375
"655",4.46761875
"656",2.0174875
"657",5.1798875
"658",0.8315875
"659",2.33815
"660",13.40655
"661",12.7125
"662",0
"663",0
"664",0
"665",1.1859
"666",0
"667",0.4754078125
"668",2.09928125
"669",3.060575
"670",0.357865625
"671",0.8385125
"672",1.6291125
"673",1.8267625
"674",0
"675",0
"676",3.1624
"677",0
"678",0
"679",0
"680",0
"681",1.00106
"682",1.79166
"683",0
"684",0.59295
"685",0.395296
"686",0
"687",1.0542
"688",1.383549
"689",0
"690",0
"691",0
"692",2.66804
"693",4.64454
"694",0
"695",0
"696",0
"697",0
"698",0
"699",0.498892187500001
"700",0.301242187500001
"701",3.567234375
"702",3.764884375
"703",2.974284375
"704",2.6075875
"705",4.424555
"706",1.20496875
"707",4.56498875
"708",4.96031875
"709",0.809668749999998
"710",2.4099675
"711",7.601555
"712",6.810955
"713",0
"714",0
"715",0
"716",0
"717",0.800355
"718",1.195655
"719",0.61246
"720",0
"721",0
"722",0.202990078125
"723",0.438020625
"724",0.833317625
"725",0.635667625
"726",0.48074125
"727",0.28309125
"728",0.3685325
"729",1.725311
"730",0
"731",0
"732",0
"733",0
"734",0.226795
"735",0.575805
"736",0.41286359375
"737",0.61051359375
"738",0.6280771875
"739",0.2327771875
"740",0.663202375
"741",1.256152375
"742",2.4551675
"743",1.2692675
"744",0.478667499999999
"745",2.11232
"746",0
"747",0
"748",0
"749",0
"750",0
"751",4.9412
"752",0
"753",0
"754",4.4480625
"755",3.2621625
"756",3.70640725
"757",2.71815625
"758",1.53225625
"759",4.10170625
"760",16.21104
"761",0
"762",6.12712
"763",3.6359
"764",4.6241
"765",0
"766",0.524634375
"767",3.22341475
"768",1.5055875
"769",3.604125
"770",3.4820875
"771",1.5055875
"772",2.4938375
"773",1.5055875
"774",0
"775",0.43726
"776",0
"777",0
"778",0.7906
"779",0
"780",3.36005
"781",0
"782",4.150654
"783",1.9765
"784",3.6629225
"785",3.8605725
"786",5.151695
"787",0
"788",0
"789",0
"790",0
"791",0.4158975
"792",0.436495
"793",0
"794",0
"795",0
"796",2.569215
"797",2.173915
"798",0
"799",0
"800",4.1190875
"801",0
"802",0
"803",0.621015625
"804",6.748165625
"805",3.388115625
"806",1.015125
"807",0.846731249999999
"808",2.42790125
"809",0.902862499999999
"810",2.42793125
"811",5.78798125
"812",5.8441425
"813",7.700405
"814",7.700405
"815",0.730982500000001
"816",2.9051325
"817",1.659615
"818",0
"819",0
"820",6.39635
"821",4.02455
"822",0
"823",0.3983238671875
"824",1.389595734375
"825",1.00034346875
"826",0.20974546875
"827",0.40739546875
"828",0.2218409375
"829",0.4194909375
"830",0.462765
"831",0.19765
"832",0.6679405
"833",0
"834",0.19765
"835",1.017200625
"836",0.226600625
"837",1.04614925
"838",0.45320125
"839",1.417505
"840",1.219855
"841",3.69352
"842",0
"843",0
"844",0
"845",0
"846",0
"847",1.1413375
"848",0.548437500000002
"849",9.398075
"850",6.54185
"851",0.398546142578125
"852",1.211869140625
"853",2.62138828125
"854",0.3015265625
"855",3.567803125
"856",1.78209914257813
"857",0.20414228515625
"858",0.99474228515625
"859",2.77359228515625
"860",0.99474228515625
"861",1.78534728515625
"862",2.9777345703125
"863",3.978969140625
"864",2.595419140625
"865",0.6967765625
"866",0.618919140625
"867",0.421269140625
"868",3.8592265625
"869",1.23783828125
"870",0.24958828125
"871",1.986603125
"872",2.381903125
"873",0.81080625
"874",0.800703125
"875",3.38025625
"876",0.405403125
"877",0.800703125
"878",1.986603125
"879",5.417365
"880",0
"881",5.71125
"882",11.64074
"883",0
"884",0.46923125
"885",3.062825
"886",3.5562
"887",7.903
"888",3.655775
"889",6.52095
"890",2.56795
"891",2.3703
"892",0
"893",0
"894",0
"895",0
"896",0.59295
"897",0
"898",0
"899",0
"900",0
"901",0
"902",0
"903",0
"904",0
"905",0
"906",0
"907",0
"908",0.7906
"909",0
"910",1.38355
"911",0
"912",0
"913",0
"914",0
"915",0
"916",0
"917",0
"918",0
"919",1.8639125
"920",2.541925
"921",2.739575
"922",1.66875
"923",3.53513
"924",2.90967
"925",4.49087
"926",1.4711
"927",0.933199999999999
"928",2.1191
"929",4.63353
"930",0
"931",0.499362499999999
"932",0.801074999999999
"933",3.57865
"934",0
"935",0
"936",0
"937",1.40799659375
"938",0.4441971875
"939",0.2465471875
"940",0
"941",0.23256625
"942",1.186202296875
"943",0.98885859375
"944",2.37241359375
"945",1.385984375
"946",0.397734375
"947",1.385982375
"948",3.56256875
"949",0.40016875
"950",1.007725
"951",2.2131
"952",0
"953",0
"954",0
"955",0
"956",0
"957",0
"958",0
"959",0
"960",0.847595578125
"961",0.90458515625
"962",4.3786243125
"963",5.001890625
"964",5.06253125
"965",0.40954814453125
"966",1.20014814453125
"967",0.226146289062499
"968",1.2143962890625
"969",4.7720962890625
"970",0.452292578125
"971",1.045242578125
"972",5.05523515625
"973",0.90458515625
"974",2.037140625
"975",3.67898125
"976",3.27638715625
"977",0.50928515625
"978",2.4021203125
"979",2.432440625
"980",2.2044703125
"981",3.1927193125
"982",1.048890625
"983",1.70248125
"984",3.67898125
"985",5.821725
"986",10.170025
"987",1.70248325
"988",1.30718125
"989",2.2190625
"990",1.90013125
"991",1.70248125
"992",2.49308125
"993",1.10953125
"994",12.03864
"995",0
"996",0
"997",0
"998",0
"999",1.5812
"1000",0
"1001",2.073825
"1002",0.7876
"1003",3.7051875
"1004",2.073825
"1005",0.492624999999999
"1006",1.283225
"1007",0.98825
"1008",0
"1009",0
"1010",0
"1011",0
"1012",0
"1013",0
"1014",0
"1015",0
"1016",0
"1017",0
"1018",4.1570475
"1019",2.9711475
"1020",0.988254
"1021",0.46531
"1022",1.153025
"1023",0
"1024",0
"1025",5.33655
"1026",0
"1027",0
"1028",1.77885
"1029",1.96071875
"1030",0
"1031",0
"1032",2.864515625
"1033",0.295065625
"1034",1.77603125
"1035",2.76428125
"1036",4.14783125
"1037",3.348775
"1038",11.63883
"1039",1.7731625
"1040",1.5755625
"1041",7.894675
"1042",0.9826125
"1043",6.5168125
"1044",11.254855
"1045",0
"1046",0
"1047",0.706751
"1048",0.904401
"1049",1.61115
"1050",3.02465
"1051",3.2223
"1052",3.81525
"1053",1.179075
"1054",2.1605
"1055",20.33074
"1056",1.394368625
"1057",0.81224525
"1058",0.41693825
"1059",1.0315375
"1060",0.781962
"1061",0
"1062",0
"1063",0.7616075
"1064",0.28197875
"1065",1.1569095
"1066",3.639377
"1067",1.217358859375
"1068",0.822060859375
"1069",0.65587171875
"1070",1.64412671875
"1071",0.65587171875
"1072",1.635234875
"1073",1.437586875
"1074",1.68927375
"1075",1.09632375
"1076",2.211145
"1077",0
"1078",0
"1079",0
"1080",0
"1081",2.76706
"1082",0
"1083",0
"1084",0
"1085",0
"1086",0
"1087",2.286591015625
"1088",0.62018203125
"1089",4.4027640625
"1090",3.271328125
"1091",1.79290812695313
"1092",2.18820812695312
"1093",3.58581025390625
"1094",4.57406025390625
"1095",1.4397705078125
"1096",2.8233205078125
"1097",1.891291015625
"1098",2.088941015625
"1099",8.3557640625
"1100",0.62018203125
"1101",0.8450640625
"1102",2.681891015625
"1103",0.310091015625
"1104",2.20138203125
"1105",6.3792640625
"1106",2.59668103125
"1107",0.42253203125
"1108",0.6474140625
"1109",8.212582125
"1110",5.247828125
"1111",1.097178125
"1112",2.78730625
"1113",6.7605125
"1114",3.97320625
"1115",2.98495625
"1116",1.690128125
"1117",1.887778125
"1118",1.887778125
"1119",3.468978125
"1120",14.904565
"1121",0
"1122",0
"1123",0
"1124",0
"1125",0
"1126",0
"1127",0.5482135
"1128",2.3718
"1129",0.23068
"1130",0.263710000000001
"1131",2.50392
"1132",0.922719999999999
"1133",3.88747
"1134",0
"1135",0
"1136",0.790602
"1137",0
"1138",3.10214
"1139",0
"1140",0
"1141",1.9765
"1142",0
"1143",0.3953
"1144",0.19765
"1145",1.785255
"1146",1.192305
"1147",2.77991
"1148",0
"1149",0
"1150",0
"1151",0
"1152",0.2635378125
"1153",0.2635378125
"1154",0.46120125
"1155",1.8448
"1156",0
"1157",0.59295
"1158",0
"1159",0
"1160",0
"1161",0
"1162",0
"1163",0
"1164",0
"1165",0
"1166",0.4710984375
"1167",1.0640484375
"1168",1.139846875
"1169",4.895196875
"1170",0.942196874999999
"1171",4.9546875
"1172",5.561055
"1173",1.29139375
"1174",3.46556375
"1175",3.9663875
"1176",0.89614375
"1177",3.07029375
"1178",9.6983175
"1179",1.177955
"1180",2.956805
"1181",1.9570375
"1182",1.542275
"1183",1.344625
"1184",2.728175
"1185",6.3963
"1186",3.0363
"1187",0
"1188",0.202990078125
"1189",0.6143083125
"1190",0.240370625
"1191",0.438020625
"1192",1.030967625
"1193",0.240367625
"1194",0.737065
"1195",0.5278575
"1196",0.198418
"1197",1.292903
"1198",1.107497
"1199",0.514545
"1200",3.639377
"1201",0.213669453125
"1202",0.62498890625
"1203",2.20619390625
"1204",0.6570258125
"1205",0.523455625
"1206",0.651611249999999
"1207",4.01166125
"1208",2.013495
"1209",0
"1210",0
"1211",0
"1212",0
"1213",0
"1214",8.66959
"1215",4.4336
"1216",1.46885
"1217",0
"1218",0
"1219",1.445178
"1220",1.9021
"1221",3.8042
"1222",3.6554
"1223",2.9625
"1224",1.840475
"1225",6.9485605
"1226",0.2284625
"1227",1.2167175
"1228",0.4261125
"1229",2.433425
"1230",1.1115
"1231",1.30915
"1232",6.22485
"1233",5.7296
"1234",2.2974
"1235",1.5068
"1236",2.81595
"1237",3.06245
"1238",0.44415
"1239",2.27185
"1240",6.5202
"1241",3.55545
"1242",5.1344
"1243",3.75085
"1244",8.8853
"1245",5.33205
"1246",1.3813
"1247",1.97425
"1248",2.76485
"1249",4.741346
"1250",8.67859
"1251",1.6975
"1252",2.0928
"1253",6.5574
"1254",0
"1255",0
"1256",0
"1257",0.7346375
"1258",2.457525
"1259",2.3456
"1260",5.8771
"1261",1.666925
"1262",3.445775
"1263",2.54325
"1264",6.07475
"1265",0
"1266",2.174146
"1267",0.19765
"1268",0
"1269",0
"1270",0
"1271",0
"1272",0
"1273",0
"1274",0
"1275",0
"1276",1.68643
"1277",0.89583
"1278",1.19871
"1279",0
"1280",0
"1281",1.8342205
"1282",0
"1283",2.569445
"1284",0.362425
"1285",0
"1286",0
"1287",0
"1288",0
"1289",5.731625
"1290",7.905773
"1291",0
"1292",0
"1293",0
"1294",0
"1295",0
"1296",3.77172578125
"1297",1.79522578125
"1298",1.2186515625
"1299",4.9740015625
"1300",7.1481485625
"1301",2.50280625
"1302",2.0408425
"1303",1.449003125
"1304",2.042003125
"1305",2.50280625
"1306",1.844353125
"1307",0.856103124999999
"1308",5.86288625
"1309",4.872325
"1310",2.302875
"1311",2.6338125
"1312",2.4361625
"1313",9.74461
"1314",7.2858
"1315",13.4129
"1316",0
"1317",0.206938125
"1318",0.206938125
"1319",1.20448125
"1320",0
"1321",0
"1322",0
"1323",0
"1324",0.197651
"1325",0.403475
"1326",0.424445
"1327",1.046543
"1328",1.28044075
"1329",1.28044075
"1330",0.773455
"1331",1.383852296875
"1332",1.18650859375
"1333",0.19825859375
"1334",1.58181359375
"1335",0.3965171875
"1336",0.397734375
"1337",0.99311875
"1338",1.58606875
"1339",1.205375
"1340",5.17785
"1341",0
"1342",0
"1343",0
"1344",0
"1345",0
"1346",0
"1347",0
"1348",0
"1349",0
"1350",0.198579931640625
"1351",0.9919727265625
"1352",1.588639453125
"1353",2.38667890625
"1354",2.2039078125
"1355",4.210165625
"1356",2.17508293164062
"1357",0.593879931640625
"1358",1.38540986328125
"1359",3.16425986328125
"1360",0.2013697265625
"1361",4.9449697265625
"1362",0.205089453125
"1363",0.798039453125
"1364",1.4133078125
"1365",0.8203578125
"1366",2.576889453125
"1367",0.41017890625
"1368",3.5874578125
"1369",0.21252890625
"1370",2.7968578125
"1371",2.036015625
"1372",1.838365625
"1373",4.1910625
"1374",2.2145625
"1375",0.652465625
"1376",0.850117625
"1377",0.51433125
"1378",0.454815625
"1379",1.245415625
"1380",3.024265625
"1381",1.443065625
"1382",1.464365
"1383",0
"1384",0
"1385",0
"1386",0
"1387",0
"1388",0
"1389",1.049263125
"1390",2.69148125
"1391",0.837002500000001
"1392",1.30792625
"1393",0.51732625
"1394",3.87737625
"1395",0.71497625
"1396",0.3953
"1397",0
"1398",0
"1399",0
"1400",1.38355
"1401",0
"1402",0
"1403",0
"1404",0
"1405",2.767104
"1406",0
"1407",2.42317
"1408",2.62082
"1409",1.9765
"1410",0
"1411",0.47239775
"1412",0
"1413",0
"1414",0
"1415",0
"1416",0.7906
"1417",0
"1418",0.3953
"1419",0
"1420",0
"1421",0.790600000000001
"1422",0
"1423",0
"1424",0
"1425",0
"1426",1.224158125
"1427",0.235908125
"1428",1.06476625
"1429",5.01776625
"1430",1.06476625
"1431",9.990915
"1432",0
"1433",1.31445
"1434",0.32615
"1435",1.2453
"1436",2.50035
"1437",0.523849999999999
"1438",3.41953
"1439",0
"1440",0
"1441",3.1429375
"1442",1.739925
"1443",2.530525
"1444",1.542275
"1445",1.9368425
"1446",1.5415425
"1447",2.490135
"1448",0
"1449",0
"1450",0.59365765625
"1451",1.3849633125
"1452",0.200480625
"1453",0.59861125
"1454",0.99390825
"1455",0.59295
"1456",0.396068
"1457",0
"1458",0.699953
"1459",0
"1460",0
"1461",0.73690125
"1462",0.34160125
"1463",1.959355
"1464",1.3993196875
"1465",0.624487375
"1466",0.45837875
"1467",0.85367875
"1468",1.1144075
"1469",0.916757499999999
"1470",0
"1471",7.5107
"1472",0
"1473",0
"1474",0
"1475",0
"1476",0
"1477",0
"1478",0
"1479",0
"1480",0
"1481",0.594230859375
"1482",1.38611471875
"1483",2.3769234375
"1484",1.986746875
"1485",3.38054375
"1486",3.7963375
"1487",0.1982904296875
"1488",1.187180859375
"1489",0.198930859375
"1490",2.175435859375
"1491",0.396580859375
"1492",0.397861718750001
"1493",1.1910234375
"1494",0.9933734375
"1495",2.98524375
"1496",5.9704875
"1497",0.4004234375
"1498",0.207896875
"1499",0.218143749999999
"1500",1.393796875
"1501",2.184396875
"1502",2.2151375
"1503",0.6339375
"1504",4.034975
"1505",1.860825
"1506",5.30285
"1507",0.2386375
"1508",1.4245395
"1509",0.2386375
"1510",3.5986835
"1511",1.90909
"1512",0
"1513",0
"1514",0
"1515",0
"1516",0
"1517",0
"1518",0.634908
"1519",1.030208
"1520",0.19765
"1521",0.19765
"1522",0
"1523",0
"1524",0
"1525",0
"1526",0
"1527",0
"1528",0.7906
"1529",0
"1530",6.52245
"1531",0
"1532",0.19765
"1533",0.2388315625
"1534",1.25185
"1535",0
"1536",0.59295
"1537",1.581199
"1538",0.598135
"1539",0.202835
"1540",0
"1541",0
"1542",0
"1543",0
"1544",0
"1545",0
"1546",0
"1547",0
"1548",0.610869921875
"1549",0.808519921875001
"1550",0.826439843749999
"1551",0.43113984375
"1552",2.20998984375
"1553",2.515159375
"1554",3.64674875
"1555",2.8387496875
"1556",2.0481796875
"1557",2.910409375
"1558",2.4434796875
"1559",0.6646296875
"1560",0.736359374999999
"1561",3.7358375
"1562",0.9687375
"1563",9.60675
"1564",0.8003675
"1565",0.414835
"1566",0
"1567",0
"1568",1.3948105
"1569",1.188317
"1570",0.979612
"1571",0.19765
"1572",0
"1573",0.19765
"1574",1.688203
"1575",1.441843
"1576",0.20046375
"1577",0.98825
"1578",5.07905
"1579",5.672
"1580",0
"1581",0
"1582",0
"1583",0.988199999999999
"1584",2.1048875
"1585",3.6860875
"1586",24.370105
"1587",37.07885
"1588",0.62639453125
"1589",2.2410390625
"1590",4.086778125
"1591",2.44170625
"1592",4.0928125
"1593",0.412022265625
"1594",0.412022265625
"1595",0.412022265625
"1596",1.400272265625
"1597",0.412022265625
"1598",5.76529453125
"1599",2.8339890625
"1600",0.264539062499999
"1601",4.22055625
"1602",3.03465925
"1603",0.2645390625
"1604",1.122028125
"1605",2.24405625
"1606",1.319678125
"1607",1.122028125
"1608",2.04640625
"1609",4.2904625
"1610",3.6975125
"1611",3.046725
"1612",12.02296
"1613",1.3257145
"1614",1.663175
"1615",1.5233625
"1616",2.3139625
"1617",2.7092625
"1618",5.66444
"1619",0
"1620",0
"1621",0
"1622",0
"1623",0
"1624",1.185896
"1625",0
"1626",0
"1627",0
"1628",0
"1629",0
"1630",0
"1631",0
"1632",0
"1633",0
"1634",0
"1635",0
"1636",0
"1637",0
"1638",0
"1639",0
"1640",0
"1641",0.994655000000001
"1642",1.192305
"1643",5.15171
"1644",1.637933
"1645",0
"1646",0
"1647",0.26766
"1648",0
"1649",0
"1650",3.162175
"1651",4.941025
"1652",0
"1653",0
"1654",0
"1655",2.3718
"1656",2.3718
"1657",0.59295
"1658",0.768720000000001
"1659",2.94287
"1660",0
"1661",0
"1662",3.9332825
"1663",3.3403325
"1664",0.751225
"1665",0.7709125
"1666",1.3638625
"1667",6.087805
"1668",1.581201
"1669",0
"1670",0.8673385
"1671",2.129975
"1672",4.25995
"1673",12.27521
"1674",2.529815
"1675",4.86198
"1676",0
"1677",0
"1678",0.438020625
"1679",0.635667625
"1680",0.48074125
"1681",0.737065
"1682",0.2392225
"1683",0.593718
"1684",0.798778
"1685",0.819745
"1686",0.622095
"1687",0.41572
"1688",0.40551
"1689",0.21807
"1690",2.848777
"1691",1.7799245625
