"","x"
"23765",5.34579875
"23766",2.77634875
"23767",1.222895
"23768",0.59295
"23769",0
"23770",0
"23771",0
"23772",2.8524
"23773",3.05005
"23774",5.6195
"23775",7.00305
"23776",0
"23777",0
"23778",0.395457861328125
"23779",0.5935814453125
"23780",1.582462890625
"23781",2.76962578125
"23782",0.202701562500001
"23783",5.939603125
"23784",0.197807861328125
"23785",1.58136086132813
"23786",0.197965722656249
"23787",1.97681572265625
"23788",2.96506572265625
"23789",0.59326572265625
"23790",1.18622072265625
"23791",0.593581445312501
"23792",0.198912890625
"23793",2.175412890625
"23794",7.7134015625
"23795",4.556053125
"23796",0.8310125
"23797",3.57790625
"23798",0.41550625
"23799",3.9934125
"23800",0.81080625
"23801",3.18260625
"23802",0.603053125
"23803",1.196003125
"23804",0.207753125
"23805",0.405403125
"23806",0.871414999999999
"23807",0
"23808",0
"23809",1.97649
"23810",0
"23811",0
"23812",1.40750375
"23813",1.4314575
"23814",2.862915
"23815",1.20985375
"23816",4.1985575
"23817",0.4432075
"23818",0
"23819",0
"23820",0
"23821",0.7906
"23822",0
"23823",3.1624
"23824",0
"23825",2.56945
"23826",0
"23827",2.56945
"23828",2.0323175
"23829",4.9970705
"23830",2.285785
"23831",0
"23832",0
"23833",0
"23834",0
"23835",0.2635378125
"23836",0
"23837",0
"23838",0
"23839",0
"23840",0
"23841",0
"23842",1.7788
"23843",0
"23844",0
"23845",0
"23846",10.0802
"23847",0
"23848",1.6230265625
"23849",2.2159765625
"23850",3.443703125
"23851",1.467203125
"23852",2.060153125
"23853",2.448055
"23854",10.44507625
"23855",3.92262625
"23856",10.0194125
"23857",2.53910625
"23858",4.0899925
"23859",0
"23860",0
"23861",1.0649885
"23862",3.118225
"23863",2.8764
"23864",4.7645
"23865",0.512
"23866",2.40755
"23867",9.5587
"23868",0
"23869",0.7906
"23870",0
"23871",0
"23872",0.592951
"23873",1.787028
"23874",0.2384975
"23875",0.2384975
"23876",0.294331875
"23877",0.58866375
"23878",1.761705
"23879",1.015076046875
"23880",0.84425609375
"23881",2.42546109375
"23882",0.807574375
"23883",1.21984875
"23884",0.62689875
"23885",3.495845
"23886",0
"23887",0
"23888",0
"23889",0
"23890",0
"23891",0
"23892",0
"23893",0
"23894",5.5342
"23895",1.023627609375
"23896",1.25664921875
"23897",2.1179984375
"23898",1.468896875
"23899",3.92604375
"23900",0.60179365234375
"23901",0.412987304687499
"23902",4.7612873046875
"23903",1.7965373046875
"23904",4.383674609375
"23905",1.418924609375
"23906",0.734448437499999
"23907",1.864196875
"23908",1.468896875
"23909",1.84959921875
"23910",0.86134921875
"23911",1.5250484375
"23912",6.014846875
"23913",1.5250484375
"23914",2.1179984375
"23915",2.457146875
"23916",1.15894375
"23917",2.14719375
"23918",2.1202375
"23919",12.937075
"23920",13.9972
"23921",0
"23922",0
"23923",3.469268
"23924",0
"23925",0
"23926",3.2975335
"23927",1.653825
"23928",3.11
"23929",3.0998875
"23930",2.3092875
"23931",1.851475
"23932",1.851475
"23933",2.049125
"23934",0
"23935",0
"23936",0
"23937",0.7906
"23938",0
"23939",0
"23940",0
"23941",1.1859
"23942",0
"23943",0.3953
"23944",0
"23945",2.27938
"23946",1.98931
"23947",0
"23948",1.2412705
"23949",0
"23950",1.976496
"23951",0
"23952",0
"23953",0
"23954",0.98825
"23955",0
"23956",0
"23957",0
"23958",0
"23959",0
"23960",0
"23961",0
"23962",0
"23963",0
"23964",2.975721484375
"23965",1.987471484375
"23966",0.219592968750001
"23967",5.35849296875
"23968",6.54439296875
"23969",1.75674375
"23970",3.7992059375
"23971",1.8226859375
"23972",1.273671875
"23973",3.4039359375
"23974",2.2180359375
"23975",1.273671875
"23976",0.548737500000001
"23977",0.9440375
"23978",0.76849375
"23979",0.7463875
"23980",0.9440375
"23981",1.1416875
"23982",0.9073
"23983",1.22165
"23984",7.1869
"23985",0
"23986",0.205241875
"23987",0.80578175
"23988",0.21283375
"23989",0.8209645
"23990",0.31912
"23991",0.21451625
"23992",1.589378
"23993",0
"23994",0
"23995",0.797080859375
"23996",0.80356171875
"23997",1.00121171875
"23998",0.40826171875
"23999",0.644796874999999
"24000",1.68489375
"24001",0.498993749999999
"24002",2.588925
"24003",7.54965
"24004",0
"24005",0
"24006",0
"24007",8.596765
"24008",1.4324375
"24009",25.49478
"24010",3.3601
"24011",3.08491171875
"24012",1.4262234375
"24013",4.038346875
"24014",4.32134375
"24015",0.4253404296875
"24016",3.1924404296875
"24017",2.4018404296875
"24018",4.9712904296875
"24019",0.4253404296875
"24020",1.0182904296875
"24021",1.641280859375
"24022",3.247746875
"24023",0.6356234375
"24024",1.6238734375
"24025",0.6356234375
"24026",3.643046875
"24027",2.93779375
"24028",1.55424375
"24029",1.35659375
"24030",4.0967375
"24031",3.8990875
"24032",11.158225
"24033",3.3061375
"24034",2.3178875
"24035",4.12369475
"24036",2.34484375
"24037",1.15894375
"24038",1.55424375
"24039",9.86449
"24040",0
"24041",0
"24042",2.65795
"24043",6.3042
"24044",0
"24045",0.5865859375
"24046",3.13693975
"24047",2.3208875
"24048",5.037075
"24049",0.580221875
"24050",1.16044375
"24051",2.3208875
"24052",1.7279375
"24053",3.1114875
"24054",0
"24055",0
"24056",0
"24057",0
"24058",3.892745
"24059",5.73185
"24060",0
"24061",0
"24062",2.7671
"24063",0
"24064",0
"24065",0
"24066",0
"24067",0
"24068",1.5377455
"24069",1.440283
"24070",1.581196
"24071",0
"24072",1.0542
"24073",0.3953
"24074",0
"24075",0
"24076",0
"24077",0
"24078",0
"24079",0
"24080",0
"24081",0
"24082",0
"24083",2.8089265625
"24084",0.4371265625
"24085",1.269553125
"24086",3.246053125
"24087",1.269553125
"24088",6.598705
"24089",2.73672625
"24090",4.71322625
"24091",2.7064125
"24092",1.94615625
"24093",1.55085625
"24094",11.7983425
"24095",6.810955
"24096",7.403905
"24097",0.39791975
"24098",0.7958375
"24099",1.789325
"24100",6.34571
"24101",1.24508
"24102",0.31601
"24103",0
"24104",0
"24105",0.799885125
"24106",0.997535125
"24107",0.8277525
"24108",0.3199215
"24109",0.9128715
"24110",0.77492
"24111",1.549839
"24112",0.19765
"24113",0.6525725
"24114",1.305147
"24115",0.514545
"24116",1.3853964375
"24117",0.991946875
"24118",1.387246875
"24119",1.980201875
"24120",1.19329175
"24121",0.4100875
"24122",1.017825
"24123",3.587275
"24124",5.6525
"24125",4.1896
"24126",0
"24127",0
"24128",0
"24129",9.95425
"24130",4.977125
"24131",4.546
"24132",0
"24133",1.5942609375
"24134",0.619071875
"24135",0.3021375
"24136",1.189165234375
"24137",0.398565234375
"24138",2.177420234375
"24139",1.386820234375
"24140",0.797130468750001
"24141",1.5942609375
"24142",0.619071875
"24143",1.43579375
"24144",0.6060109375
"24145",0.4083609375
"24146",5.757972875
"24147",2.42404375
"24148",2.200271875
"24149",0.421421875
"24150",0.24989375
"24151",7.4175415
"24152",3.766675
"24153",2.98745
"24154",2.594627
"24155",3.8057
"24156",3.978176
"24157",1.408725
"24158",3.978175
"24159",4.768771
"24160",14.43219
"24161",0
"24162",0
"24163",0
"24164",0
"24165",0
"24166",0.47130875
"24167",0.9426175
"24168",2.082885
"24169",0
"24170",0.59295
"24171",0
"24172",0
"24173",0
"24174",0.98825
"24175",0
"24176",0
"24177",0
"24178",0
"24179",0
"24180",0
"24181",0
"24182",0
"24183",0
"24184",0
"24185",4.1076475
"24186",4.064645
"24187",4.634581
"24188",3.44868
"24189",0.353205
"24190",0
"24191",0
"24192",0.2182475
"24193",0
"24194",0
"24195",0.59295
"24196",0
"24197",0
"24198",0.988300000000001
"24199",7.312825
"24200",4.150425
"24201",0
"24202",0
"24203",3.36005
"24204",3.7553
"24205",0
"24206",2.073915625
"24207",1.085665625
"24208",1.38073125
"24209",1.77603125
"24210",0.78778125
"24211",3.73278
"24212",0.59013125
"24213",4.9355825
"24214",1.372225
"24215",5.1332625
"24216",5.1332625
"24217",4.139405
"24218",1.27678
"24219",6.21803
"24220",1.35373725
"24221",6.0675185
"24222",6.403195
"24223",6.603955
"24224",4.034505
"24225",0
"24226",0
"24227",0
"24228",0.793428625
"24229",0.20331125
"24230",0.40096125
"24231",0.20330825
"24232",0.59860825
"24233",0.584312
"24234",0.3302075
"24235",0
"24236",0
"24237",0
"24238",0.615513125
"24239",1.23102825
"24240",1.42867825
"24241",0.773455
"24242",1.5956733125
"24243",0.226600625
"24244",1.412500625
"24245",0.45320125
"24246",2.0923005
"24247",5.172855
"24248",0.626905
"24249",3.10057
"24250",0
"24251",0
"24252",0
"24253",0
"24254",0
"24255",6.428475
"24256",3.2142375
"24257",4.2024875
"24258",2.77685
"24259",11.0878
"24260",0.2274974609375
"24261",0.712339843749999
"24262",1.0293796875
"24263",0.872859375
"24264",3.91986875
"24265",2.18907673046875
"24266",0.60787373046875
"24267",2.0063474609375
"24268",0.6227974609375
"24269",2.9945974609375
"24270",0.4251474609375
"24271",0.4251474609375
"24272",4.012694921875
"24273",1.30528984375
"24274",5.25828984375
"24275",3.639959375
"24276",0.4364296875
"24277",2.454059375
"24278",1.10763984375
"24279",2.6105796875
"24280",5.221159375
"24281",1.4246796875
"24282",3.0058786875
"24283",2.058759375
"24284",4.71046875
"24285",7.67522275
"24286",2.3055375
"24287",6.982875
"24288",2.53632075
"24289",4.2820375
"24290",3.12926875
"24291",1.94336875
"24292",1.74571875
"24293",1.74571875
"24294",10.40804
"24295",0
"24296",0
"24297",0
"24298",0
"24299",0
"24300",0.6885
"24301",2.95165
"24302",3.72915
"24303",6.07475
"24304",3.74225
"24305",2.54325
"24306",6.891555
"24307",3.33385
"24308",0.3953
"24309",0
"24310",0
"24311",0
"24312",1.012678
"24313",0
"24314",0
"24315",4.7005975
"24316",2.7240975
"24317",6.831745
"24318",0
"24319",5.227531
"24320",5.227531
"24321",0
"24322",0.19765
"24323",0
"24324",0.3953
"24325",0.2182475
"24326",0.4158975
"24327",0.238845
"24328",0.19765
"24329",0
"24330",0
"24331",0.988300000000001
"24332",0
"24333",1.97653
"24334",0
"24335",0
"24336",0
"24337",0
"24338",3.1624
"24339",1.58224375
"24340",0.5950375
"24341",2.9668375
"24342",0.206
"24343",0.6096
"24344",0.597075
"24345",5.5425
"24346",1.585375
"24347",3.561875
"24348",3.36843
"24349",2.8005
"24350",1.02165
"24351",0.403651
"24352",0.601301
"24353",0.8073
"24354",1.2193
"24355",0.62635
"24356",1.02165
"24357",0.726600000000001
"24358",11.3997
"24359",0
"24360",1.191945734375
"24361",1.036636875
"24362",0.49206375
"24363",0.7864775
"24364",0.858064
"24365",0.396068
"24366",0
"24367",0.226795
"24368",0.453593
"24369",1.502797
"24370",2.45348
"24371",0.6074253125
"24372",0.226600625
"24373",0.621900625
"24374",0.84849925
"24375",1.8946505
"24376",4.382255
"24377",1.219855
"24378",3.69352
"24379",0.592949999999999
"24380",0
"24381",0
"24382",0
"24383",0
"24384",1.17235
"24385",3.3465
"24386",1.56765
"24387",0
"24388",0
"24389",0.25580078125
"24390",1.813803125
"24391",0.860506249999999
"24392",1.5233625
"24393",1.610275390625
"24394",1.412625390625
"24395",3.982075390625
"24396",3.784425390625
"24397",1.412630390625
"24398",1.44170078125
"24399",2.4881015625
"24400",0.9069015625
"24401",7.97590625
"24402",0.86050625
"24403",2.8834035625
"24404",2.4881015625
"24405",5.173854125
"24406",4.41820625
"24407",0.430253125
"24408",0.662856249999999
"24409",1.3257125
"24410",4.0928125
"24411",1.1280625
"24412",2.651425
"24413",6.09345
"24414",1.1280625
"24415",1.1280625
"24416",3.442025
"24417",4.4881135
"24418",1.5233625
"24419",4.6857585
"24420",10.60569
"24421",0
"24422",4.9413
"24423",2.608525
"24424",6.79825
"24425",21.14863
"24426",0.283934375
"24427",0.56786875
"24428",1.480875
"24429",1.5782
"24430",3.3098875
"24431",2.073825
"24432",5.03858
"24433",1.283225
"24434",0.19765
"24435",0
"24436",0
"24437",1.976498
"24438",2.113895
"24439",1.383553
"24440",0
"24441",5.33655
"24442",4.750008
"24443",0.401705000000001
"24444",0.748505
"24445",0.353205
"24446",0
"24447",0.2264784375
"24448",0
"24449",0.202835
"24450",0.202835
"24451",0
"24452",2.964748
"24453",0
"24454",8.10363
"24455",0
"24456",0
"24457",0
"24458",0
"24459",1.99210390625
"24460",1.00385390625
"24461",1.0194578125
"24462",1.8308625
"24463",1.445915625
"24464",3.88013125
"24465",4.410715625
"24466",4.86846125
"24467",2.18455
"24468",1.4355625
"24469",2.080525
"24470",2.475825
"24471",4.649975
"24472",1.205435
"24473",0.988249999999999
"24474",0.39800515625
"24475",1.394368625
"24476",0.208470625
"24477",0.6362325
"24478",0.481865
"24479",0.251335
"24480",1.095616
"24481",0.485488
"24482",0.93455325
"24483",1.366405
"24484",1.3846245625
"24485",0.3963765625
"24486",0.792753125
"24487",1.583358125
"24488",0.20195625
"24489",0.39960625
"24490",4.365525
"24491",1.796075
"24492",2.63835
"24493",5.07905
"24494",0
"24495",0
"24496",1.1859
"24497",0.5929
"24498",2.519525
"24499",8.053725
"24500",16.2053
"24501",1.4332110078125
"24502",2.273466015625
"24503",0.59393203125
"24504",3.9549640625
"24505",2.573378125
"24506",0.210064501953125
"24507",2.39662900390625
"24508",2.00132900390625
"24509",3.4097080078125
"24510",2.273466015625
"24511",5.3385140625
"24512",2.7690670625
"24513",3.459368015625
"24514",4.34928203125
"24515",3.5596640625
"24516",0.792564062499999
"24517",5.735778125
"24518",5.142828125
"24519",1.78670625
"24520",5.93735625
"24521",14.4442125
"24522",1.585130125
"24523",0.992178125
"24524",1.189828125
"24525",1.782778125
"24526",1.189828125
"24527",7.739765
"24528",0
"24529",1.1859
"24530",4.52534
"24531",4.9413
"24532",1.85221875
"24533",2.7161875
"24534",6.025325
"24535",2.7161875
"24536",2.9138375
"24537",0
"24538",0.3953
"24539",0
"24540",0.19765
"24541",0
"24542",1.77885
"24543",0
"24544",1.012678
"24545",0
"24546",0.59295
"24547",0
"24548",0
"24549",0
"24550",0
"24551",2.361606
"24552",1.38355
"24553",0
"24554",0.790599
"24555",0.19765
"24556",0
"24557",1.97652
"24558",2.07509
"24559",3.45864
"24560",0
"24561",0
"24562",0
"24563",0
"24564",0
"24565",3.17259921875
"24566",0.405499218750001
"24567",1.7992484375
"24568",7.0809175
"24569",2.017296875
"24570",6.760866875
"24571",3.83689375
"24572",1.424346875
"24573",3.203196875
"24574",4.62757375
"24575",4.674675
"24576",4.279375
"24577",5.6538
"24578",0.8331875
"24579",1.864025
"24580",3.53045
"24581",0
"24582",1.0096083125
"24583",0.833324625
"24584",0.833317625
"24585",0.240367625
"24586",1.725311
"24587",0.3380475
"24588",0.956889
"24589",0.198418
"24590",0.19765
"24591",0.514545
"24592",2.05818
"24593",1.6163261875
"24594",0.6280771875
"24595",0.860852375
"24596",1.91935675
"24597",1.2692675
"24598",1.0716175
"24599",4.28647
"24600",0
"24601",0
"24602",0
"24603",0
"24604",6.66965
"24605",17.49
"24606",0
"24607",3.812201953125
"24608",2.88080390625
"24609",2.9945078125
"24610",2.233665625
"24611",0.995356494140625
"24612",0.60716298828125
"24613",2.18836298828125
"24614",0.60716298828125
"24615",3.5861259765625
"24616",1.29960390625
"24617",1.8086078125
"24618",1.047815625
"24619",1.440401953125
"24620",3.021603953125
"24621",4.26435390625
"24622",0.6227078125
"24623",3.814865625
"24624",1.443065625
"24625",3.814865625
"24626",5.45558125
"24627",1.10728125
"24628",9.7252625
"24629",9.25355
"24630",1.839345
"24631",5.06224
"24632",0
"24633",1.492765
"24634",0
"24635",0
"24636",0.8392625
"24637",4.3453
"24638",2.8157625
"24639",4.247975
"24640",3.852675
"24641",2.073825
"24642",2.371796
"24643",0
"24644",0.7906
"24645",0
"24646",3.79392
"24647",6.91775
"24648",1.77885
"24649",0
"24650",1.5812
"24651",2.2299725
"24652",3.2182225
"24653",4.064645
"24654",5.1389
"24655",0
"24656",0.2511846875
"24657",0.502369375
"24658",0
"24659",0
"24660",0
"24661",0
"24662",0
"24663",0
"24664",0
"24665",0
"24666",4.3483
"24667",0
"24668",1.005398046875
"24669",0.412448046875
"24670",4.58024609375
"24671",4.38259609375
"24672",6.066684375
"24673",7.98269875
"24674",4.4168621875
"24675",5.276034375
"24676",5.0098421875
"24677",4.0215921875
"24678",10.415014375
"24679",2.1299375
"24680",5.0946875
"24681",0.927785375
"24682",3.1181875
"24683",1.1416875
"24684",4.5459
"24685",0
"24686",0
"24687",0.39800515625
"24688",0.20035515625
"24689",1.196718625
"24690",0.21928825
"24691",1.055714
"24692",0.64517625
"24693",0
"24694",0.823604609375
"24695",0.625954609375
"24696",1.84485821875
"24697",1.44955921875
"24698",2.04251421875
"24699",0.659336875
"24700",2.240534875
"24701",4.48107375
"24702",2.30692375
"24703",4.484095
"24704",7.70835
"24705",0
"24706",0
"24707",3.55766
"24708",0
"24709",0
"24710",0
"24711",0.6182876953125
"24712",0.69430078125
"24713",4.3533515625
"24714",2.974853125
"24715",0.994584423828125
"24716",1.98283742382813
"24717",1.59386884765625
"24718",4.55861884765625
"24719",2.97741884765625
"24720",1.79152384765625
"24721",3.3853876953125
"24722",4.991925390625
"24723",1.038925390625
"24724",1.3886015625
"24725",1.236575390625
"24726",1.28725078125
"24727",1.5862515625
"24728",2.07785078125
"24729",0.49665078125
"24730",4.1557035625
"24731",2.184253125
"24732",4.358403125
"24733",3.38025625
"24734",3.0052125
"24735",1.40375625
"24736",0.603053125
"24737",0.603053125
"24738",1.196003125
"24739",9.172715
"24740",4.77855
"24741",9.91747
"24742",3.05325
"24743",5.9089
"24744",15.0214
"24745",1.06199375
"24746",2.3216375
"24747",3.062075
"24748",4.8910875
"24749",3.655025
"24750",5.631525
"24751",0.59295
"24752",0
"24753",0
"24754",0
"24755",0
"24756",0
"24757",0
"24758",0
"24759",0
"24760",0
"24761",0
"24762",0
"24763",0.71946025
"24764",0
"24765",0
"24766",0.19765
"24767",0.436495
"24768",0
"24769",0
"24770",0
"24771",0.3953
"24772",0
"24773",0
"24774",0
"24775",0
"24776",2.1425875
"24777",0
"24778",0
"24779",0
"24780",4.452325
"24781",7.573085625
"24782",3.027135625
"24783",0.71773125
"24784",0.260065624999999
"24785",0.853015624999999
"24786",1.90371125
"24787",1.487575
"24788",1.289925
"24789",0.71778225
"24790",1.8308625
"24791",2.080525
"24792",1.092275
"24793",0.711285
"24794",0
"24795",0.5959738671875
"24796",1.191945734375
"24797",0.60504346875
"24798",0.641331875
"24799",0.49206375
"24800",0.3911775
"24801",0.28496
"24802",0.660414
"24803",0
"24804",0
"24805",0.996428
"24806",0.5639575
"24807",0.204404609375
"24808",1.785602609375
"24809",1.39705921875
"24810",0.21115921875
"24811",1.39705921875
"24812",0.4223184375
"24813",0.305723749999999
"24814",6.361795
"24815",0
"24816",0
"24817",0
"24818",0
"24819",0
"24820",0
"24821",0
"24822",0
"24823",0
"24824",17.9862
"24825",0.430288671875
"24826",1.45352734375
"24827",2.7094046875
"24828",1.268159375
"24829",1.54806875
"24830",1.98525016796875
"24831",0.8080943359375
"24832",6.3422943359375
"24833",1.2033943359375
"24834",2.604438671875
"24835",1.05822734375
"24836",5.80182734375
"24837",7.197659375
"24838",2.651712375
"24839",3.23237934375
"24840",2.04647734375
"24841",1.1282046875
"24842",1.3258546875
"24843",0.9305546875
"24844",0.675209375
"24845",1.54806875
"24846",1.54806875
"24847",0.95511875
"24848",3.2937875
"24849",3.029875
"24850",2.5031875
"24851",1.15276875
"24852",1.54806875
"24853",2.53631875
"24854",7.24564
"24855",0
"24856",0
"24857",0
"24858",0
"24859",0
"24860",0.8396375
"24861",2.272225
"24862",4.54445
"24863",6.52095
"24864",5.5327
"24865",3.1609
"24866",0
"24867",0.23961
"24868",0
"24869",1.976502
"24870",1.778853
"24871",1.38355
"24872",0
"24873",0
"24874",0.19765
"24875",0.3953
"24876",0
"24877",0
"24878",0.6487675
"24879",1.4393675
"24880",0.902235
"24881",0.7906
"24882",1.5377455
"24883",0
"24884",0.3170725
"24885",2.7671
"24886",1.5812
"24887",0
"24888",2.76713
"24889",0
"24890",0
"24891",0
"24892",0
"24893",1.38680078125
"24894",0.39855078125
"24895",0.2041515625
"24896",0.4018015625
"24897",2.7736015625
"24898",5.56020625
"24899",7.1673925
"24900",0.4018015625
"24901",0.803603124999999
"24902",2.20010625
"24903",7.721353125
"24904",1.198903125
"24905",3.78138625
"24906",5.34695
"24907",0.61895725
"24908",1.0402625
"24909",1.092275
"24910",0.499325
"24911",0.499325
"24912",8.51848
"24913",0
"24914",0
"24915",0.200609453125
"24916",0.99416690625
"24917",0.4071378125
"24918",1.011921625
"24919",0.6047848125
"24920",0.616625625
"24921",0.8852985
"24922",0.858065
"24923",0
"24924",0
"24925",1.1569095
"24926",1.66288
"24927",0.814339765625
"24928",0.221389765625
"24929",0.44277953125
"24930",2.02398453125
"24931",0.83807953125
"24932",0.4902590625
"24933",1.375818125
"24934",0.782868125
"24935",3.14693625
"24936",4.484095
"24937",0
"24938",0
"24939",0
"24940",0
"24941",0
"24942",0
"24943",0
"24944",0
"24945",1.4166113984375
"24946",0.922833593749999
"24947",2.2409671875
"24948",1.912484375
"24949",0.403564599609375
"24950",0.60947919921875
"24951",1.59772919921875
"24952",1.79537919921875
"24953",0.230708398437501
"24954",6.5555083984375
"24955",1.844966796875
"24956",1.6480171875
"24957",1.714834375
"24958",0.263766796875
"24959",0.659066796874999
"24960",0.6597671875
"24961",1.714834375
"24962",4.284284375
"24963",1.319534375
"24964",5.01086875
"24965",2.24376875
"24966",2.3134375
"24967",0.726584375
"24968",1.84846875
"24969",0.726584375
"24970",3.691334375
"24971",10.160965
"24972",0
"24973",1.5812
"24974",0
"24975",0
"24976",0
"24977",0.2962875
"24978",2.963996
"24979",1.1844
"24980",0.394925
"24981",0.5922
"24982",3.35855
"24983",2.56795
"24984",1.38205
"24985",0.988252
"24986",0
"24987",0
"24988",3.695095
"24989",4.683345
"24990",0
"24991",0
"24992",0
"24993",0
"24994",0
"24995",0
"24996",0
"24997",0
"24998",0.52181025
"24999",1.0436205
"25000",0
"25001",0.19765
"25002",0.19765
"25003",0
"25004",1.586385
"25005",1.784035
"25006",3.36002
"25007",0
"25008",0
"25009",0
"25010",0
"25011",0
"25012",4.54596
"25013",0.266131249999999
"25014",1.220140625
"25015",1.615440625
"25016",2.9040625
"25017",3.041005
"25018",2.24260125
"25019",6.39325125
"25020",4.8805125
"25021",5.20738125
"25022",5.80033125
"25023",1.5205625
"25024",0
"25025",2.62935
"25026",5.00115
"25027",7.1753
"25028",2.6780425
"25029",3.774885
"25030",0
"25031",0
"25032",0.40093125
"25033",0
"25034",0.3953
"25035",0
"25036",0.59295
"25037",0
"25038",0.552418
"25039",0.442569375
"25040",1.959355
"25041",1.791779171875
"25042",0.61881234375
"25043",0.42116234375
"25044",1.2376226875
"25045",1.78809875
"25046",0.79984875
"25047",3.001745
"25048",0
"25049",9.88248
"25050",0
"25051",0
"25052",0
"25053",0
"25054",0
"25055",0
"25056",0
"25057",1.0271020234375
"25058",1.658898046875
"25059",2.32954609375
"25060",2.6825921875
"25061",6.155784375
"25062",0.997962255859375
"25063",1.39326225585938
"25064",2.98417451171875
"25065",0.61237451171875
"25066",1.20532451171875
"25067",0.81002451171875
"25068",4.9800990234375
"25069",5.809548046875
"25070",1.1013921875
"25071",0.819284374999999
"25072",1.065948046875
"25073",0.670648046875
"25074",4.50369609375
"25075",3.2755421875
"25076",3.12014509375
"25077",3.12014509375
"25078",1.8919921875
"25079",2.23141875
"25080",4.2652375
"25081",14.1477375
"25082",12.71245
"25083",1.89983
"25084",0
"25085",0
"25086",0
"25087",2.5192875
"25088",2.469125
"25089",7.1124
"25090",0.9380875
"25091",2.073825
"25092",3.259725
"25093",1.876175
"25094",0.19765
"25095",0.733733
"25096",0
"25097",0.19765
"25098",0
"25099",0
"25100",0
"25101",0
"25102",0
"25103",0
"25104",2.3718
"25105",2.0817225
"25106",5.942295
"25107",0
"25108",0.7471455
"25109",0.3953
"25110",0.29236625
"25111",0
"25112",2.574635
"25113",0
"25114",0
"25115",0
"25116",0
"25117",0
"25118",0
"25119",0
"25120",0
"25121",1.194555078125
"25122",1.392205078125
"25123",2.38911015625
"25124",3.17971015625
"25125",1.00556015625
"25126",2.90556125
"25127",5.1734903125
"25128",2.8016903125
"25129",0.232270312499999
"25130",0.859840625
"25131",3.6370125
"25132",0.4746125
"25133",0.464541625
"25134",0.266891625
"25135",0.6722625
"25136",2.0558125
"25137",2.4511125
"25138",0.750955
"25139",16.20734
"25140",0
"25141",0.3990959375
"25142",0.21283375
"25143",0.2280175
"25144",0.51677
"25145",0.63824
"25146",0.584312
"25147",0
"25148",0
"25149",0
"25150",0
"25151",0
"25152",1.980195875
"25153",1.782551875
"25154",2.599025
"25155",0.227225
"25156",2.401375
"25157",0.315950000000001
"25158",4.78255
"25159",0
"25160",0
"25161",0
"25162",0
"25163",0
"25164",0
"25165",0
"25166",0
"25167",0
"25168",2.6357171875
"25169",3.294934375
"25170",3.4948875
"25171",0.7988833984375
"25172",0.6012333984375
"25173",3.376616796875
"25174",1.400116796875
"25175",1.41668359375
"25176",0.527834375000001
"25177",1.05566875
"25178",2.3090375
"25179",2.4380671875
"25180",0.725484375
"25181",0.46271875
"25182",0.527834375
"25183",0.330184375
"25184",0.85801875
"25185",3.4948875
"25186",0.9254375
"25187",3.948125
"25188",1.378675
"25189",0
"25190",0.29694375
"25191",0.69224375
"25192",0.7915375
"25193",1.87814375
"25194",1.68049375
"25195",3.06404375
"25196",2.07579375
"25197",10.281544
"25198",0
"25199",2.31205
"25200",1.7191
"25201",10.35599
"25202",0
"25203",0.444525
"25204",3.5547
"25205",1.38205
"25206",5.73035
"25207",2.96175
"25208",0
"25209",0
"25210",0.3953
"25211",0
"25212",1.916245
"25213",2.509195
"25214",0
"25215",0
"25216",0
"25217",0
"25218",0
"25219",0
"25220",0
"25221",0
"25222",9.48725
"25223",0
"25224",0.592953
"25225",0
"25226",0.19765
"25227",0.59295
"25228",0
"25229",0
"25230",0
"25231",0
"25232",0
"25233",0
"25234",2.40543125
"25235",0
"25236",0
"25237",0
"25238",2.77495625
"25239",0.20550625
"25240",0.213362500000001
"25241",2.3875125
"25242",1.0039625
"25243",1.4464
"25244",5.26458
"25245",1.810225
"25246",0.229025
"25247",6.18995
"25248",4.379725
"25249",2.403225
"25250",5.99238
"25251",8.095705
"25252",7.107455
"25253",1.10667975
"25254",2.8063075
"25255",0.869015
"25256",0
"25257",1.08025
"25258",1.3563
"25259",0
"25260",0.2037621484375
"25261",0.22209859375
"25262",0.2465471875
"25263",0.2465471875
"25264",0.6418441875
"25265",0.2465441875
"25266",0
"25267",0.3750325
"25268",0
"25269",0
"25270",0.24447125
"25271",0.8842425
"25272",0
"25273",0
"25274",0
"25275",0
"25276",0.592949999999999
"25277",0
"25278",0
"25279",0
"25280",0
"25281",0
"25282",11.5355
"25283",1.221775
"25284",3.988875
"25285",0
"25286",0
"25287",0.40877607421875
"25288",0.844507296875
"25289",1.29370859375
"25290",3.9709671875
"25291",3.198334375
"25292",5.01311875
"25293",1.6081521484375
"25294",2.5964021484375
"25295",0.2246021484375
"25296",5.9564521484375
"25297",0.251554296875001
"25298",2.28195859375
"25299",5.24670859375
"25300",4.384234375
"25301",0.8085671875
"25302",0.70075859375
"25303",0.30545859375
"25304",2.7850671875
"25305",1.617134375
"25306",3.43191875
"25307",7.97787275
"25308",6.6661895
"25309",3.5037875
"25310",13.727675
"25311",2.04837075
"25312",1.06011875
"25313",3.3061375
"25314",2.83896875
"25315",3.03661875
"25316",3.62956875
"25317",8.48094
"25318",0
"25319",0
"25320",0
"25321",9.0919
"25322",0.845815625
"25323",3.66812725
"25324",8.743025
"25325",0.845815625
"25326",2.67988125
